"08/09/16, 10:44 - יצרת את הקבוצה ""פרוייקט"""
07/05/17, 13:05 - אנונימוס: מה
07/05/17, 13:07 - אנונימוס: <מדיה הושמטה>
07/05/17, 13:09 - אנונימוס: חשבתי שאתה א. מצגות ודיסק און קי 😐
07/05/17, 13:09 - אנונימוס: טעות בקבוצה
07/05/17, 13:09 - אנונימוס: ח
07/05/17, 13:17 - Yochai: שניהם גרים בגדרה שיקח ממנו בערב
07/05/17, 13:28 - אנונימוס: קניתי
07/05/17, 13:28 - אנונימוס: עלה 40
07/05/17, 13:28 - אנונימוס: מה קנית
07/05/17, 13:28 - אנונימוס: כרטיסים
07/05/17, 15:30 - Yochai: בואו נשב היום על הפיצרים נראה מה חסר ומה צריך לעשות עוד
07/05/17, 15:44 - אנונימוס: אין מה לשבת... תתייג מילים ותחכה שהטמבל יביא לך את המילים שבקשתי
07/05/17, 15:45 - Yochai: אין לך לחכות סתם.. צריך להתקדם
07/05/17, 15:46 - Yochai: המילים שהוא מביא זה פיצר אחד
07/05/17, 15:46 - Yochai: מה עם השאר
07/05/17, 15:46 - Yochai: שאחרי זה לא תבוא בטענות שעשית הכל ותמשיכו לבד
07/05/17, 15:49 - Yochai: ואני לא מגיע מחר.. תלכו אתם יש לי משהו לעשות בערב
07/05/17, 15:53 - אנונימוס: אל תאיים
07/05/17, 15:54 - Yochai: לא מאיים כנראה צריך לחזור למרכז
07/05/17, 15:54 - Yochai: תמכור את הכרטיס
07/05/17, 15:56 - Yochai: דרך אגב מה אתה מזיין לשותפה שלי בשכל?(שיר)
07/05/17, 15:56 - אנונימוס: אסור?
07/05/17, 15:57 - אנונימוס: איך אתה רוצה שאני אמכור עכשיו לא יכולת להגיד קודם? ואמרת שאתה שונא אותה
07/05/17, 15:59 - אנונימוס: נראה מחר ננסה
07/05/17, 17:02 - אנונימוס: מנייאש
07/05/17, 17:02 - אנונימוס: מה אתה קרבי
07/05/17, 17:02 - אנונימוס: אנונימוס גם אצה לא רגוע אני אומק כנס לטינדר תתחיל לעשות סופר לייק לכל אחת
07/05/17, 17:02 - אנונימוס: אין בחורות שם
08/05/17, 12:51 - Yochai: חחח לא עניתי לה
08/05/17, 12:51 - Yochai: התקשרה לפני עשרים דקות
08/05/17, 12:52 - אנונימוס: חחחח זבל
08/05/17, 12:52 - אנונימוס: גם אלי חזרתי אליה עכשיו
08/05/17, 12:52 - Yochai: חחח אז זה היה תפוס בגללך
08/05/17, 12:53 - Yochai: גם אני ניסתי לחזןר אחרי שבדקתי שזה לא מהמילואים
08/05/17, 12:53 - אנונימוס: הימנית
08/05/17, 12:53 - אנונימוס: <מדיה הושמטה>
08/05/17, 12:54 - Yochai: כן חח
08/05/17, 12:54 - Yochai: <מדיה הושמטה>
08/05/17, 12:54 - Yochai: לא משהו בכלל
08/05/17, 12:55 - אנונימוס: עניתם למי
08/05/17, 12:56 - Yochai: תרשמו לארז שלא ידחף
08/05/17, 12:56 - אנונימוס: ארז חושב שאני רציני עם הצינור לילה
08/05/17, 12:58 - אנונימוס: מה נציג בדיוק?
08/05/17, 12:58 - אנונימוס: מערכת תיוגים?
08/05/17, 12:58 - אנונימוס: חחחחח
08/05/17, 12:58 - אנונימוס: הנה אמרתי לו אל גדרה
08/05/17, 12:59 - אנונימוס: אנחנו סתם מתעכבים
08/05/17, 12:59 - אנונימוס: אמרתי כבר מה אפשר לעשות
08/05/17, 13:00 - אנונימוס: סטס סיים תפרוייקט
08/05/17, 13:00 - אנונימוס: צוחק אלי
08/05/17, 13:00 - אנונימוס: גם הוא עושה machine learning
08/05/17, 13:00 - אנונימוס: מה עם הפוסטר לארז גם ככה אנחנו צריכים להכין
08/05/17, 13:00 - אנונימוס: אמר שעשה כמה פיצרים svm וסגר תסיפור
08/05/17, 13:00 - אנונימוס: אנחנו סתם מתעכבים
08/05/17, 13:00 - אנונימוס: מה שנעשה זה דבר כזה
08/05/17, 13:00 - אנונימוס: נתקוף כמהחזיתות
08/05/17, 13:01 - אנונימוס: מה שתעשו תתחילו קצת להקשיב לי
08/05/17, 13:01 - אנונימוס: דבר ראשון תיוגים נעשה בליץ.. נעלה את הדאטא ונתייג תוך כמה ימים הכל.. מצדי רק אנחנו
08/05/17, 13:01 - אנונימוס: ודבר שני נשב נחלף פיצרים ונתייג מילים
08/05/17, 13:01 - אנונימוס: אתה תהיה בשקט
08/05/17, 13:01 - אנונימוס: לאמ
08/05/17, 13:01 - אנונימוס: אתה לא מבין
08/05/17, 13:01 - אנונימוס: אתה לא מבין
"08/05/17, 13:01 - אנונימוס: כל מה שאני אומר גם ככה אומרים אח""כ אני רגיל"
08/05/17, 13:02 - אנונימוס: כולל המילים...
08/05/17, 13:02 - אנונימוס: אני הייתי אחראי על המערכת תיוגים היא הייתה מוכנה תוך חודש אתה אחראי על החלק הזה הוא כבר חצי שנה לא קורה..
08/05/17, 13:02 - אנונימוס: כשלת במשימה שלך
08/05/17, 13:02 - אנונימוס: לכן אני מוריד אותך מהסוס
08/05/17, 13:02 - אנונימוס: אני לא הייתי אחראי לשום דבר כזה
08/05/17, 13:02 - אנונימוס: אני ויוחאי ננהל מעכשיו
08/05/17, 13:02 - אנונימוס: המערכת תיוגים לא היית אחראי פשוט החלטת שאתה עושה
08/05/17, 13:02 - אנונימוס: אתה יורד לדרגת אר
08/05/17, 13:02 - אנונימוס: ארז
08/05/17, 22:24 - Yochai: ערן שלח הודעה שהוא יצא לפני עשרים דקות
08/05/17, 22:25 - Yochai: אנונימוס תפתח
08/05/17, 22:26 - אנונימוס: פתוח לא?
08/05/17, 22:26 - Yochai: לא
08/05/17, 22:28 - אנונימוס: יש עשיתי פייסל
08/05/17, 22:28 - אנונימוס: מגיע
08/05/17, 22:29 - Yochai: יאללה לצאת?
08/05/17, 22:30 - אנונימוס: רמי אצל אנונימוס
08/05/17, 22:31 - אנונימוס: הוא הלך כבק
08/05/17, 22:31 - אנונימוס: והוא גם מואשם בהחזרת סמים קלים
08/05/17, 22:31 - אנונימוס: מנייאש איךה
08/05/17, 22:31 - אנונימוס: איפה
08/05/17, 22:31 - אנונימוס: אצה
08/05/17, 22:31 - Yochai: אנונימוס
09/05/17, 10:16 - Yochai: הלו מתי אתם מגיעים ליריד
09/05/17, 10:41 - אנונימוס: שיכור עדיין
09/05/17, 10:41 - אנונימוס: אנונימוס תעיר אותי
09/05/17, 10:44 - אנונימוס: יאללה היום בליץ עבודה
09/05/17, 10:51 - אנונימוס: איפה אתם
09/05/17, 10:52 - אנונימוס: איפה אתה
09/05/17, 10:52 - אנונימוס: אני בבית רק קמתי
09/05/17, 10:52 - אנונימוס: בבית
09/05/17, 10:52 - אנונימוס: 10 דקות יוצא להתקיף
09/05/17, 10:52 - אנונימוס: מה חח
09/05/17, 10:52 - אנונימוס: למה כזה מהר
09/05/17, 10:53 - Yochai: רגע
09/05/17, 10:53 - Yochai: תגידו
09/05/17, 10:53 - Yochai: מה צריך לרשום על הפרוייקט בקורות חיים
09/05/17, 10:53 - Yochai: תקציר של 3 שורות מספיק לא?
09/05/17, 10:55 - אנונימוס: מה אתה אמיצי
09/05/17, 10:56 - אנונימוס: שורה אחת
09/05/17, 10:56 - אנונימוס: ניתור וזיהוי בריונות רשת ברמצעות למידת מכונה
09/05/17, 10:56 - Yochai: לא מספיק
09/05/17, 10:56 - אנונימוס: בשיתוף חברת ויגו ואיגוד האינטרנט הישראלי
09/05/17, 10:56 - אנונימוס: זה מה שרשום
09/05/17, 10:57 - Yochai: למה לא לפרט מה עשינו
09/05/17, 10:57 - אנונימוס: למה שתפרט..
09/05/17, 10:58 - Yochai: חח כי גם ככה אין לי מה לרשום בקורות חיים
09/05/17, 10:59 - Yochai: נראה לי אשים תתקציר פרויקט ששלחנו למושיק מש
09/05/17, 11:00 - אנונימוס: <מדיה הושמטה>
09/05/17, 11:00 - Yochai: nlp בתחת שלי
09/05/17, 11:01 - אנונימוס: גם אני רשמתי
09/05/17, 11:01 - אנונימוס: בול כמו אנונימוס
09/05/17, 11:01 - אנונימוס: רשמתי עיבוד שפה
09/05/17, 11:01 - Yochai: זה לא חיזוי
09/05/17, 11:01 - Yochai: זה זיהוי וניטור
09/05/17, 11:05 - אנונימוס: <מדיה הושמטה>
09/05/17, 11:05 - אנונימוס: מה לרשום שם
09/05/17, 11:05 - אנונימוס: זה על העבודה שלי
09/05/17, 11:14 - Yochai: סמעק יצא לי פירוט של 7 שורות
09/05/17, 11:15 - אנונימוס: מפגר
09/05/17, 11:19 - Yochai: <מדיה הושמטה>
09/05/17, 11:46 - Yochai: עד מתי היריד תעסוקה?
09/05/17, 11:50 - אנונימוס: 3
09/05/17, 12:21 - Yochai: מתי אתם הולכים
09/05/17, 12:51 - Yochai: קיצר יצאתי
09/05/17, 14:41 - אנונימוס: מנייאש איפה אתה
09/05/17, 14:51 - אנונימוס: תעדכנו שאתם בהפסקה
09/05/17, 15:21 - אנונימוס: קיצר 5 וחצי אצלי
09/05/17, 17:59 - Yochai: תודיעו מתי יושבים
10/05/17, 14:19 - Yochai: אני לא קונה לתומר כרטיס מוכרים הרבה...
10/05/17, 15:05 - אנונימוס: אני באוניברסיטה
10/05/17, 15:05 - אנונימוס: איפה אתה מנייאש
10/05/17, 16:54 - אנונימוס: רושם לו api לקבלת מידע על פי שם
13/05/17, 23:51 - אנונימוס: בניתי פונקציה שבונה מאגר מילים ייחודי לכל רמת בריונות בשביל התיוג מילים....
תפקידכם לממש את הפונקציה ההסתברותית  שבתמונה - שתפקידה עבור שני הסתברותיות p1 p2 להגיד האם 0 בטווח של p1-p2
13/05/17, 23:52 - אנונימוס: <מדיה הושמטה>
13/05/17, 23:53 - אנונימוס: לא ברור איך אתה מגדיר רמת בריונות
13/05/17, 23:53 - אנונימוס: אבל זה מיותר כרגע זה מותרות ואין לנו זמן לזה
13/05/17, 23:55 - Yochai: אנונימוס מה הפרוצדורה שצריך לעשות כדי שיהיו פוסטים לתיוג?
13/05/17, 23:55 - Yochai: פשוט להריץ את הקוד שלך?
13/05/17, 23:56 - Yochai: <מדיה הושמטה>
13/05/17, 23:56 - אנונימוס: א. תוציא פוסטים לתיוג ב. נתייג ג. ננסה להסתדר עם הפיצרים שיש לנו ונעשה להם feature selection אם יהיה חסר נוסיך
13/05/17, 23:56 - אנונימוס: ף
13/05/17, 23:56 - אנונימוס: אנחנו לא נסיים תפרוייקט
13/05/17, 23:56 - אנונימוס: יש לעשות פוסטר
13/05/17, 23:56 - אנונימוס: ולמחר להגיש לשיווק של האוניברסיטה. מה שהם ביקשו
13/05/17, 23:56 - Yochai: אנונימוס אתה יודע להוציא פוסטים לתיוג?
13/05/17, 23:57 - אנונימוס: אני לא..
14/05/17, 00:01 - אנונימוס: להזכירך אתה מתייג ונותן ציון
להזכירך הפיצ'ר החשוב ביותר זה הציוני מילים
14/05/17, 00:01 - אנונימוס: אני רשמתי אתם רוצים תממשו אתם לא רוצים אל תממשו אני לא מתייג מילים סתם
14/05/17, 18:29 - אנונימוס: אנונימוס איפה אתה
14/05/17, 18:37 - Yochai: תרשום לו ארוכה
14/05/17, 21:29 - אנונימוס: בהצלחה עם התקציר אנונימוס
14/05/17, 21:30 - אנונימוס: אני עושה את התכנות כי אחר לא רוצה לעשות... לא צריך שלושה לכתוב\
14/05/17, 21:31 - אנונימוס: טוב
14/05/17, 21:31 - אנונימוס: שב עם יוחאי
14/05/17, 21:33 - Yochai: אנונימוס תוסיף עוד חלק קטן למה שרשמתי ושלח לארז
14/05/17, 21:33 - Yochai: שהוא יתקן
14/05/17, 21:33 - Yochai: בשביל להכנס לתמונה  צריך לעבוד תגיד לו
14/05/17, 21:34 - אנונימוס: חחחחח
14/05/17, 21:34 - אנונימוס: אנונימוס לא מתפרד ממשיך לה עסק בשטויות
14/05/17, 21:35 - Yochai: העלת אץ הפוסטים החדשים?
14/05/17, 21:35 - אנונימוס: שמתי שני גרסאות בדרייב
14/05/17, 21:35 - אנונימוס: של פוסטים לתיוג?
14/05/17, 21:35 - אנונימוס: כן
14/05/17, 21:36 - אנונימוס: מחר אעלה
14/05/17, 21:36 - אנונימוס: איזה גרסה להעלות
14/05/17, 21:43 - אנונימוס: דעתי את הקטנה
14/05/17, 21:51 - Yochai: קורל סימנוביץ במועדון לילה
14/05/17, 21:51 - Yochai: חחח איזה קול
14/05/17, 21:56 - אנונימוס: יוחאי
14/05/17, 21:57 - אנונימוס: אתה בא למנגה?
14/05/17, 21:57 - אנונימוס: אנונימוס יצטרף כשהוא יסיים
14/05/17, 21:57 - Yochai: בוא לראות מועדון לילה
14/05/17, 21:57 - Yochai: ואז למילבה
14/05/17, 21:58 - אנונימוס: יאללה
14/05/17, 22:06 - אנונימוס: יאלהל
14/05/17, 22:06 - אנונימוס: אתה לא מגיע..
14/05/17, 22:07 - אנונימוס: סיים את העבודה
14/05/17, 22:07 - אנונימוס: תסיים אתה
14/05/17, 22:07 - אנונימוס: תםקיד שלך
14/05/17, 22:56 - אנונימוס: לא יודע מה לכתוב בתקציר מעבר
14/05/17, 22:56 - Yochai: מעבר למה שרשמתי?
14/05/17, 22:56 - אנונימוס: הוספתי/שיפרתי
14/05/17, 22:57 - אנונימוס: זה לא מספיק
14/05/17, 22:57 - Yochai: תוסיף קצת על הפיטצרים
14/05/17, 22:57 - אנונימוס: לא חושב שזה רלוונטי
14/05/17, 22:57 - אנונימוס: אכתוב על הקשיים..
14/05/17, 22:57 - אנונימוס: להתמודד עם אידוט כמו אנונימוס
14/05/17, 23:02 - אנונימוס: תשלחו
14/05/17, 23:02 - אנונימוס: שיוחאי בינתיים יעבור על הפונקציה
14/05/17, 23:02 - Yochai: זדיין
14/05/17, 23:02 - אנונימוס: עוד פעם פונקציה
14/05/17, 23:02 - Yochai: עשיתי את התקציר
14/05/17, 23:02 - אנונימוס: יש שני פונקציות שצריכים לסדר
14/05/17, 23:53 - אנונימוס: יש קטן
14/05/17, 23:53 - אנונימוס: אביא
15/05/17, 18:29 - אנונימוס: מה נשאר לעשות לשיווק האלו?
15/05/17, 23:31 - אנונימוס: יוחאי שים טמפון
15/05/17, 23:35 - Yochai: איפה
15/05/17, 23:37 - אנונימוס: יש לך מחזור
15/05/17, 23:37 - Yochai: אנונימוס תעשה טובה תפתח שניה חשבון מפתח בפייסבוק
15/05/17, 23:37 - אנונימוס: אני בבנגע
15/05/17, 23:38 - אנונימוס: יש לי 4%
15/05/17, 23:38 - אנונימוס: תגיד עכשיו יש ברקה או אין
15/05/17, 23:38 - אנונימוס: אני זורם
15/05/17, 23:42 - Yochai: תשיג כרטיסים
15/05/17, 23:43 - אנונימוס: השגתי מחכה בקופה
15/05/17, 23:43 - Yochai: בקופה דופקים מחיר
15/05/17, 23:43 - אנונימוס: כי באנו מאוחר
15/05/17, 23:44 - Yochai: נו ומתי התכנון ללכת
15/05/17, 23:44 - אנונימוס: אנחנו באים אליך עכשיו
15/05/17, 23:44 - Yochai: לא
15/05/17, 23:45 - Yochai: הן ישנות
15/05/17, 23:45 - אנונימוס: שותף מתוק
15/05/17, 23:45 - אנונימוס: גם אצלי ישנות
15/05/17, 23:46 - אנונימוס: סאחיתית
15/05/17, 23:46 - אנונימוס: ושיר
15/05/17, 23:46 - Yochai: לומדת
15/05/17, 23:46 - אנונימוס: שיר שלי
15/05/17, 23:46 - אנונימוס: קיצר יוחאי אני בא
15/05/17, 23:46 - Yochai: שום בא
15/05/17, 23:46 - Yochai: לא פותח לך
15/05/17, 23:46 - אנונימוס: שום סלמטתק
15/05/17, 23:46 - אנונימוס: אני אשלח לשיר הודעה שתפתח
15/05/17, 23:46 - Yochai: סבבה
15/05/17, 23:47 - אנונימוס: חחחחחחח
15/05/17, 23:47 - Yochai: שלח לשי אם אתה גבר
15/05/17, 23:47 - אנונימוס: אנונימוס שלח לשיר
15/05/17, 23:47 - אנונימוס: שי אין סיכוי
15/05/17, 23:49 - Yochai: אנונימוס עם מי אתה בבנגי
15/05/17, 23:54 - Yochai: <מדיה הושמטה>
16/05/17, 00:01 - אנונימוס: אנחנו הולכים אתה בא?
16/05/17, 00:01 - Yochai: עכשיו?
16/05/17, 00:01 - אנונימוס: עושים פייסל
16/05/17, 00:01 - אנונימוס: בירה
16/05/17, 00:01 - אנונימוס: עוד חצי שעה נלך
16/05/17, 00:02 - Yochai: אצל אנונימוס?
